account_id,customer_name,national_id,phone_number,origination_date,months_on_book,age,gender,nationality,region,employer_sector,product_type,loan_amount_sar,outstanding_balance_sar,monthly_installment_sar,interest_rate_pct,loan_tenure_months,remaining_tenure_months,collateral_flag,current_dpd,delinquency_bucket,max_dpd_ever,dpd_trend,times_entered_30dpd,ontime_payment_ratio,partial_payment_frequency,avg_payment_ratio,total_payments_made,total_amount_paid_sar,months_since_last_payment,last_payment_amount_sar,total_ptps_made,ptps_kept,ptps_broken,consecutive_broken_ptps,ptp_reliability_rate,avg_days_late_broken_ptp,has_active_ptp,ptp_due_date,ptp_amount_sar,ptp_captured_by,call_pickup_rate,sms_response_rate,whatsapp_response_rate,email_response_rate,preferred_contact_window,days_since_last_contact,contact_attempts_30d,right_party_contact_rate,monthly_income_sar,salary_day,days_to_next_salary,dti_ratio,other_active_loans,bureau_score_at_origination,job_loss_flag,medical_hardship_flag,family_status_change,dispute_flag,fraud_suspected_flag,legal_action_flag,handling_type,assigned_agent_name,assigned_agent_id,settlement_eligible,ots_discount_pct,waiver_requested,ptp_score,pay_probability,risk_tier,recommended_channel,outcome_label
WAT-002139,Yousef Al-Khaldi,1817505099,0560357899,2025-04-20,11,48,Male,Saudi,Dammam,Private - Large,Personal Finance,72500,61500,1760,7.57,48,37,False,56,31-60 DPD,92,Stable,6,0.77,0.24,0.71,8,10000,1,0,3,1,2,2,0.33,18,False,,0,,0.43,0.52,0.77,0.05,6pm-9pm,10,6,0.3,7200,26,2,0.244,2,590,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,796,0.901,Low Risk,SMS,Pending
WAT-002140,Mansour Al-Shahrani,2603515039,0578146450,2025-09-20,6,36,Male,Expat-Other,Jeddah,Government,Personal Finance,78000,70500,2410,7.03,36,30,False,207,Write-off,208,Worsening,5,0.17,0.72,0.13,1,500,19,0,16,5,11,2,0.31,11,False,,0,,0.32,0.17,0.27,0.18,9am-12pm,26,17,0.25,9000,1,7,0.268,3,557,False,False,False,False,False,False,Human Led,Hind Al-Juhani,AGT-018,True,15,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002141,Mishal Al-Balawi,1774862692,0511857109,2020-06-21,69,44,Male,Saudi,Asir,Government,Personal Finance,80000,5000,1620,8.04,60,0,False,4,1-30 DPD,49,Stable,2,0.61,0.09,0.49,42,33500,1,0,0,0,0,0,,0,False,,0,,0.45,0.08,0.12,0.15,9am-12pm,5,4,0.41,10400,1,7,0.156,4,557,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,832,0.968,Low Risk,SMS,Pending
WAT-002142,Hamad Al-Qahtani,1256576048,0516112069,2023-02-16,37,42,Male,Saudi,Riyadh,Private - Large,Personal Finance,126000,44500,5650,7.21,24,0,False,85,61-90 DPD,102,Worsening,6,0.35,0.21,0.28,12,19000,3,0,3,1,2,1,0.33,22,False,,0,,0.64,0.06,0.1,0.05,6pm-9pm,10,4,0.45,7900,25,1,0.715,2,496,False,False,False,False,False,False,Human Led,Dana Al-Subaie,AGT-014,False,0,False,368,0.124,Very High Risk,Human Agent,Not Paid
WAT-002143,Waleed Al-Omari,2979951380,0544392936,2023-12-29,26,40,Male,Expat-Asian,Riyadh,Government,Personal Finance,64000,18500,1970,6.93,36,10,False,168,NPA,199,Worsening,1,0.12,0.45,0.11,3,500,6,0,7,2,5,0,0.29,20,False,,0,,0.45,0.49,0.79,0.06,3pm-6pm,31,4,0.42,11000,28,4,0.179,1,893,False,False,False,False,False,False,Human Led,Wafa Al-Shammari,AGT-028,False,0,False,385,0.155,Very High Risk,Human Agent,Not Paid
WAT-002144,Turki Al-Shahrani,1707724195,0550846684,2024-08-11,19,51,Male,Saudi,Dammam,Retired,Personal Finance,105500,66000,2530,7.17,48,29,False,508,Write-off,521,Worsening,1,0.06,1.0,0.04,1,0,11,0,14,0,14,4,0.0,6,True,2026-04-02,2500,Human Agent,0.16,0.14,0.26,0.05,After 9pm,27,15,0.14,6400,30,6,0.395,0,722,False,False,False,False,False,False,Human Led,Lama Al-Ahmadi,AGT-012,False,0,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-002145,Bader Al-Zahrani,1160908065,0522645899,2025-04-10,11,39,Male,Saudi,Jeddah,Private - Large,Personal Finance,109000,78000,4930,8.01,24,13,False,17,1-30 DPD,57,Worsening,2,0.99,0.06,0.77,10,38000,1,0,0,0,0,0,,0,False,,0,,0.57,0.52,0.69,0.01,3pm-6pm,2,2,0.43,5400,29,5,0.9,2,499,False,False,False,False,False,False,AI + Human,Lama Al-Ahmadi,AGT-012,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002146,Ibrahim Al-Otaibi,1715307554,0547189352,2022-06-01,45,46,Male,Saudi,Riyadh,Government,Gold Finance,37500,2500,6370,6.63,6,0,True,30,1-30 DPD,64,Worsening,6,1.0,0.18,0.71,45,203500,0,4100,2,1,1,1,0.5,43,False,,0,,0.29,0.16,0.24,0.01,3pm-6pm,3,2,0.18,9800,1,7,0.65,0,879,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,825,0.954,Low Risk,SMS,Paid
WAT-002147,Abdullah Al-Dosari,1502266712,0544764081,2019-12-28,74,31,Male,Saudi,Dammam,Government,Gold Finance,53500,19000,3200,9.29,18,0,False,72,61-90 DPD,99,Worsening,4,0.32,0.36,0.21,23,15500,4,0,2,1,1,1,0.5,44,True,2026-04-11,1800,AI,0.29,0.71,0.94,0.35,9am-12pm,9,8,0.18,18700,1,7,0.171,3,688,False,False,False,False,False,False,AI + Human,Abeer Al-Enazi,AGT-026,True,10,False,475,0.318,High Risk,AI Voice,Pending
WAT-002148,Waleed Al-Otaibi,1320441158,0587045413,2021-08-13,55,46,Male,Saudi,Dammam,Semi-Government,Home Finance,238000,186000,1830,6.88,240,185,True,11,1-30 DPD,33,Stable,2,0.71,0.22,0.68,39,48500,1,0,0,0,0,0,,0,False,,0,,0.46,0.16,0.2,0.12,3pm-6pm,2,4,0.3,14600,29,5,0.125,0,457,False,False,False,False,False,False,AI + Human,Saud Al-Balawi,AGT-013,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002149,Sara Al-Otaibi,1392209406,0580971146,2023-09-21,30,22,Female,Saudi,Jeddah,Private - Large,Gold Finance,73000,23000,12380,6.08,6,0,True,1,1-30 DPD,57,Improving,0,0.68,0.52,0.63,20,156000,1,0,2,1,1,1,0.5,9,True,2026-04-05,22600,AI,0.25,0.42,0.53,0.35,3pm-6pm,3,4,0.19,20900,29,5,0.592,0,693,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002150,Mishal Al-Rashidi,2932793417,0558869085,2022-09-27,41,28,Male,Expat-Arab,Dammam,Private - SME,Small Business Finance,183500,81000,8170,6.45,24,0,False,7,1-30 DPD,37,Stable,2,0.83,0.23,0.73,34,203000,1,0,1,0,1,1,0.0,19,False,,0,,0.33,0.28,0.34,0.07,After 9pm,4,4,0.25,9600,1,7,0.851,4,599,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,690,0.709,Medium Risk,WhatsApp,Not Paid
WAT-002151,Saud Al-Bogami,1426068767,0590504728,2025-02-01,13,39,Male,Saudi,Riyadh,Military/Security,Personal Finance,43000,30500,1370,9.32,36,23,False,34,31-60 DPD,67,Worsening,6,0.56,0.44,0.62,7,6000,1,0,4,2,2,2,0.5,37,False,,0,,0.39,0.4,0.55,0.04,12pm-3pm,8,5,0.34,8100,1,7,0.169,0,739,False,False,False,False,False,False,AI + Human,Lama Al-Ahmadi,AGT-012,False,0,False,804,0.916,Low Risk,SMS,Paid
WAT-002152,Majed Al-Enazi,1801148661,0557526273,2019-08-23,79,39,Male,Saudi,Qassim,Private - SME,Personal Finance,98000,32000,8520,7.91,12,0,False,23,1-30 DPD,77,Worsening,2,0.68,0.27,0.67,53,302500,1,0,1,0,1,1,0.0,34,False,,0,,0.31,0.42,0.52,0.05,12pm-3pm,0,1,0.22,12000,29,5,0.71,2,527,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,698,0.723,Medium Risk,WhatsApp,Not Paid
WAT-002153,Rayan Al-Qahtani,1984445268,0543003962,2024-03-15,24,39,Male,Saudi,Riyadh,Semi-Government,Personal Finance,35000,6000,1540,5.57,24,0,False,17,1-30 DPD,46,Worsening,1,0.7,0.16,0.54,16,13500,1,0,1,0,1,0,0.0,37,True,2026-04-10,2400,Human Agent,0.09,0.3,0.45,0.04,6pm-9pm,6,2,0.07,12100,1,7,0.127,2,715,False,False,False,False,False,False,AI + Human,Turki Al-Harbi,AGT-007,True,20,False,823,0.951,Low Risk,SMS,Paid
WAT-002154,Rayan Al-Harbi,1169145630,0524434452,2024-10-14,17,33,Male,Saudi,Dammam,Private - Large,Personal Finance,21500,7500,980,9.09,24,7,False,52,31-60 DPD,103,Stable,6,0.47,0.58,0.51,7,3500,1,0,2,1,1,1,0.5,21,False,,0,,0.02,0.11,0.21,0.35,9am-12pm,6,8,0.02,23800,1,7,0.041,0,684,False,False,False,False,False,False,AI + Human,Sara Al-Mutairi,AGT-004,False,0,False,778,0.87,Low Risk,SMS,Paid
WAT-002155,Wafa Al-Zahrani,1203594944,0543033335,2025-02-27,12,37,Female,Saudi,Jeddah,Government,Personal Finance,23000,18000,710,6.91,36,24,False,39,31-60 DPD,73,Worsening,4,0.65,0.39,0.71,7,3500,2,0,2,1,1,1,0.5,24,False,,0,,0.25,0.1,0.13,0.08,6pm-9pm,3,6,0.2,24200,26,2,0.029,1,664,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,837,0.977,Low Risk,SMS,Paid
WAT-002156,Saud Al-Anazi,1510959759,0592268335,2019-09-21,78,36,Male,Saudi,Riyadh,Private - Large,Personal Finance,25000,11000,1140,8.4,24,0,False,8,1-30 DPD,52,Stable,0,0.63,0.18,0.46,49,25500,0,400,1,0,1,0,0.0,40,False,,0,,0.26,0.14,0.16,0.12,6pm-9pm,0,1,0.16,7400,1,7,0.154,2,512,True,False,False,False,False,False,AI + Human,Fatima Al-Khaldi,AGT-020,False,0,False,738,0.796,Low Risk,SMS,Paid
WAT-002157,Ziyad Al-Ghamdi,1909967920,0558261173,2022-08-01,43,47,Male,Saudi,Dammam,Private - Large,Auto Finance,100000,16500,2480,8.82,48,5,True,73,61-90 DPD,84,Worsening,4,0.6,0.7,0.6,25,37000,2,0,5,0,5,0,0.0,7,False,,0,,0.29,0.19,0.32,0.17,6pm-9pm,12,11,0.22,10400,26,2,0.238,2,590,False,False,False,False,False,False,Human Led,Omar Al-Omari,AGT-017,False,0,False,732,0.785,Low Risk,SMS,Not Paid
WAT-002158,Hind Al-Otaibi,1585664785,0566009520,2019-07-14,80,39,Female,Saudi,Dammam,Semi-Government,Small Business Finance,34000,10000,1070,8.09,36,0,False,49,31-60 DPD,99,Improving,1,0.79,0.16,0.55,63,37000,1,0,4,2,2,0,0.5,5,True,2026-03-31,500,Human Agent,0.2,0.66,1.0,0.05,After 9pm,3,6,0.18,38800,1,7,0.028,2,538,False,False,True,True,False,False,AI + Human,Shahad Al-Maliki,AGT-016,True,15,False,835,0.972,Low Risk,SMS,Paid
WAT-002159,Ziyad Al-Rashidi,1576350292,0580575285,2020-09-01,66,52,Male,Saudi,Jeddah,Semi-Government,Personal Finance,103000,41000,2460,6.87,48,0,False,13,1-30 DPD,40,Improving,0,0.48,0.19,0.42,31,32000,0,2500,1,0,1,1,0.0,29,False,,0,,0.38,0.1,0.11,0.29,3pm-6pm,2,2,0.32,15100,26,2,0.163,3,535,False,True,False,False,False,False,AI Only,N/A,N/A,False,0,False,818,0.942,Low Risk,SMS,Not Paid
WAT-002160,Rayan Al-Dosari,2401353771,0590201589,2024-01-17,26,39,Male,Expat-GCC,Riyadh,Private - SME,Home Finance,569500,531000,4440,8.13,300,274,True,135,NPA,154,Stable,4,0.01,0.68,0.01,1,0,5,0,11,5,6,3,0.45,42,False,,0,,0.59,0.44,0.6,0.04,6pm-9pm,19,11,0.52,7500,1,7,0.592,1,734,False,False,False,False,False,False,Human Led,Talal Al-Enezi,AGT-027,True,5,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002161,Ahmed Al-Dosari,1983359814,0568083383,2019-05-25,81,22,Male,Saudi,Riyadh,Private - Large,Auto Finance,61000,10500,2810,9.98,24,0,True,133,NPA,182,Worsening,1,0.58,0.65,0.54,46,70000,4,0,4,2,2,2,0.5,23,False,,0,,0.25,0.04,0.07,0.04,12pm-3pm,11,12,0.16,13700,25,1,0.205,5,462,False,False,False,False,False,False,Human Led,Bader Al-Mutlaq,AGT-029,True,5,False,334,0.062,Very High Risk,Human Agent,Pending
WAT-002162,Ibrahim Al-Shehri,1508985234,0598668826,2020-02-25,72,38,Male,Saudi,Riyadh,Military/Security,Auto Finance,82000,5500,1620,6.95,60,0,True,31,31-60 DPD,55,Stable,6,0.39,0.32,0.33,28,15000,2,0,1,0,1,0,0.0,41,False,,0,,0.65,0.62,1.0,0.17,12pm-3pm,6,6,0.59,14400,1,7,0.112,0,706,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,815,0.936,Low Risk,SMS,Pending
WAT-002163,Bandar Al-Maliki,1393022463,0578178884,2024-02-18,25,26,Male,Saudi,Other,Private - Large,Auto Finance,75000,51500,1840,8.33,48,23,True,56,31-60 DPD,93,Stable,3,0.61,0.65,0.47,15,13000,2,0,4,1,3,3,0.25,16,False,,0,,0.47,0.11,0.18,0.08,9am-12pm,9,5,0.35,8700,1,7,0.211,2,663,False,False,False,False,False,False,AI Only,N/A,N/A,True,10,False,733,0.788,Low Risk,SMS,Paid
WAT-002164,Mona Al-Dosari,1230430371,0592236129,2019-06-15,81,45,Female,Saudi,Riyadh,Military/Security,Personal Finance,49000,3500,1160,6.36,48,0,False,35,31-60 DPD,80,Worsening,1,0.63,0.46,0.51,51,30000,2,0,1,0,1,1,0.0,4,False,,0,,0.6,0.15,0.21,0.1,After 9pm,9,3,0.49,11800,29,5,0.098,0,816,False,False,False,False,False,False,AI + Human,Wafa Al-Shammari,AGT-028,False,0,False,815,0.936,Low Risk,SMS,Paid
WAT-002165,Ahmed Al-Dosari,1352058627,0523765521,2024-07-18,20,36,Male,Saudi,Dammam,Government,Gold Finance,11000,2500,640,5.66,18,0,True,39,31-60 DPD,81,Stable,5,0.73,0.42,0.78,14,7000,2,0,3,2,1,1,0.67,15,False,,0,,0.4,0.05,0.06,0.11,3pm-6pm,14,4,0.24,25100,27,3,0.025,2,651,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002166,Najla Al-Anazi,1982767317,0525386054,2023-01-04,38,25,Female,Saudi,Dammam,Government,Personal Finance,18000,8500,450,9.03,48,10,False,178,NPA,198,Worsening,5,0.22,0.68,0.15,8,500,3,0,11,6,5,0,0.55,42,False,,0,,0.09,0.1,0.13,0.08,12pm-3pm,32,20,0.07,25300,25,1,0.02,1,711,False,False,False,False,False,True,Human Led,Adel Al-Thubaiti,AGT-021,True,30,False,391,0.165,Very High Risk,Human Agent,Pending
WAT-002167,Bader Al-Mutairi,1277747245,0590422989,2019-09-22,78,46,Male,Saudi,Jeddah,Semi-Government,Personal Finance,32500,6000,1480,8.35,24,0,True,73,61-90 DPD,84,Worsening,1,0.03,0.45,0.03,2,0,4,0,5,2,3,3,0.4,43,False,,0,,0.32,0.79,1.0,0.01,After 9pm,10,7,0.3,11200,1,7,0.132,1,633,False,False,False,False,False,False,AI + Human,Shahad Al-Maliki,AGT-016,False,0,False,347,0.085,Very High Risk,Human Agent,Paid
WAT-002168,Mishal Al-Otaibi,1371827541,0568488541,2019-04-26,82,41,Male,Saudi,Qassim,Private - Large,Personal Finance,50000,21500,4370,9.1,12,0,False,2,1-30 DPD,40,Stable,0,0.8,0.03,0.72,65,204500,0,2800,1,0,1,1,0.0,24,True,2026-03-29,7400,Human Agent,0.15,0.28,0.47,0.07,12pm-3pm,6,3,0.13,12700,26,2,0.344,0,592,True,False,False,False,False,False,AI Only,N/A,N/A,True,20,False,839,0.98,Low Risk,SMS,Pending
WAT-002169,Bandar Al-Balawi,1369391516,0578077503,2019-05-29,81,42,Male,Saudi,Jeddah,Private - Large,Auto Finance,80000,21500,1650,8.67,60,0,True,9,1-30 DPD,23,Stable,2,0.64,0.32,0.56,51,47000,1,0,1,0,1,1,0.0,27,False,,0,,0.57,0.25,0.31,0.11,6pm-9pm,6,2,0.43,12000,1,7,0.138,1,722,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,827,0.959,Low Risk,SMS,Paid
WAT-002170,Sultan Al-Dosari,1415636098,0586534279,2023-01-14,38,22,Male,Saudi,Jeddah,Government,Personal Finance,130000,53500,2580,7.11,60,22,True,31,31-60 DPD,47,Worsening,6,0.53,0.3,0.38,20,19500,2,0,3,2,1,0,0.67,21,False,,0,,0.72,0.57,0.71,0.25,3pm-6pm,6,6,0.66,11500,26,2,0.224,0,625,False,False,False,False,False,False,AI + Human,Bandar Al-Qahtani,AGT-009,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002171,Fatima Al-Anazi,1668724915,0585005922,2024-02-24,24,32,Female,Saudi,Riyadh,Private - Large,Home Finance,489500,441000,4250,6.46,180,156,True,54,31-60 DPD,84,Improving,3,0.79,0.33,0.82,18,62500,1,0,4,2,2,1,0.5,18,False,,0,,0.37,0.24,0.31,0.31,3pm-6pm,14,3,0.28,6400,27,3,0.664,1,601,False,False,False,False,False,False,Human Led,Lama Al-Ahmadi,AGT-012,False,0,True,839,0.98,Low Risk,SMS,Paid
WAT-002172,Mishal Al-Harbi,1210966541,0568497158,2020-02-18,73,30,Male,Saudi,Makkah,Government,Home Finance,885000,703000,6630,6.56,240,167,True,31,31-60 DPD,52,Worsening,1,0.81,0.3,0.58,59,227000,1,0,3,2,1,1,0.67,17,True,2026-04-02,5200,Human Agent,0.86,0.14,0.24,0.02,6pm-9pm,2,8,0.53,9000,29,5,0.737,2,694,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,746,0.811,Low Risk,SMS,Pending
WAT-002173,Sultan Al-Juhani,1832953728,0541910758,2021-08-24,54,40,Male,Saudi,Riyadh,Private - SME,Home Finance,1041000,932000,8840,9.15,300,246,True,81,61-90 DPD,123,Improving,1,0.31,0.22,0.3,16,42500,4,0,3,1,2,2,0.33,4,False,,0,,0.26,0.29,0.47,0.35,3pm-6pm,8,13,0.23,9800,1,7,0.9,1,638,False,False,False,False,False,False,AI + Human,Ziyad Al-Zahrani,AGT-025,False,0,False,319,0.034,Very High Risk,Human Agent,Not Paid
WAT-002174,Mansour Al-Zahrani,2905713908,0591023791,2020-02-05,73,29,Male,Expat-Arab,Riyadh,Semi-Government,Personal Finance,56500,17500,1780,8.46,36,0,False,159,NPA,194,Worsening,6,0.37,0.56,0.25,27,12000,9,0,8,2,6,3,0.25,7,False,,0,,0.16,0.33,0.45,0.1,3pm-6pm,37,14,0.15,10700,1,7,0.166,5,467,False,False,False,False,False,True,Human Led,Lama Al-Ahmadi,AGT-012,True,5,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002175,Faisal Al-Qahtani,2384512838,0521468613,2024-07-02,20,45,Male,Expat-Asian,Riyadh,Semi-Government,Auto Finance,141000,88500,4400,7.76,36,16,True,51,31-60 DPD,107,Improving,2,0.54,0.39,0.39,10,17000,2,0,4,1,3,3,0.25,44,True,2026-04-06,3200,Human Agent,0.05,0.49,0.65,0.15,3pm-6pm,4,6,0.04,28400,1,7,0.155,3,628,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,567,0.486,Medium Risk,WhatsApp,Not Paid
WAT-002176,Dana Al-Ahmadi,2327149072,0523128602,2021-01-07,62,50,Female,Expat-Other,Jeddah,Private - Large,Home Finance,420500,313000,3860,7.32,180,118,True,237,Write-off,249,Stable,6,0.08,0.79,0.05,4,1000,17,0,13,2,11,2,0.15,42,True,2026-04-12,3700,AI,0.55,0.12,0.21,0.06,Before 9am,23,17,0.42,12800,1,7,0.302,1,617,False,False,False,False,False,False,Human Led,Khaled Al-Otaibi,AGT-003,True,10,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-002177,Tariq Al-Ahmadi,2511384691,0524521849,2022-12-05,39,44,Male,Expat-Other,Riyadh,Government,Small Business Finance,234500,76000,7230,6.9,36,0,False,26,1-30 DPD,60,Improving,0,0.75,0.13,0.7,29,147000,0,7400,2,1,1,1,0.5,34,False,,0,,0.35,0.17,0.32,0.13,12pm-3pm,1,1,0.31,9000,1,7,0.803,0,720,False,False,True,False,False,False,AI Only,N/A,N/A,False,0,True,828,0.96,Low Risk,SMS,Pending
WAT-002178,Talal Al-Shehri,1324949870,0589268750,2020-12-24,62,33,Male,Saudi,Dammam,Semi-Government,Personal Finance,49500,10000,1030,9.06,60,0,False,15,1-30 DPD,29,Improving,1,0.52,0.26,0.42,32,14000,0,500,1,0,1,1,0.0,3,True,2026-04-12,1500,AI,0.59,0.59,1.0,0.15,After 9pm,3,4,0.49,13700,28,4,0.075,2,652,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002179,Haifa Al-Otaibi,1453557324,0512458499,2021-04-30,58,51,Female,Saudi,Madinah,Government,Personal Finance,31000,1500,950,6.42,36,0,False,16,1-30 DPD,65,Stable,0,0.8,0.11,0.64,46,28000,1,0,0,0,0,0,,0,False,,0,,0.83,0.52,0.85,0.16,9am-12pm,7,1,0.57,13900,26,2,0.068,0,659,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002180,Maha Al-Shehri,1940863090,0545508351,2022-09-09,42,37,Female,Saudi,Jeddah,Private - SME,Personal Finance,31500,12500,790,9.3,48,6,False,22,1-30 DPD,46,Stable,1,0.7,0.66,0.62,29,14000,1,0,2,1,1,1,0.5,6,False,,0,,0.15,0.3,0.47,0.12,12pm-3pm,3,1,0.1,9000,25,1,0.088,1,489,False,False,False,False,False,False,AI + Human,Rana Al-Shahrani,AGT-022,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002181,Omar Al-Bishi,1684945817,0568426996,2019-07-18,80,38,Male,Saudi,Riyadh,Private - SME,Auto Finance,142500,10500,3330,5.82,48,0,True,39,31-60 DPD,57,Stable,4,0.5,0.39,0.51,40,68000,1,0,2,1,1,1,0.5,16,False,,0,,0.09,0.43,0.61,0.16,9am-12pm,6,8,0.06,10900,28,4,0.306,3,635,False,False,False,False,False,False,AI + Human,Lama Al-Ahmadi,AGT-012,False,0,False,812,0.931,Low Risk,SMS,Paid
WAT-002182,Ahmed Al-Omari,1384200648,0529978297,2019-04-03,83,35,Male,Saudi,Riyadh,Semi-Government,Personal Finance,14000,1000,430,7.27,36,0,False,71,61-90 DPD,110,Worsening,6,0.37,0.66,0.4,30,5000,4,0,7,4,3,1,0.57,25,False,,0,,0.54,0.68,0.97,0.02,6pm-9pm,24,4,0.38,5300,26,2,0.081,4,468,False,False,False,True,False,False,Human Led,Rana Al-Shahrani,AGT-022,False,0,False,662,0.659,Medium Risk,WhatsApp,Not Paid
WAT-002183,Adel Al-Shahrani,1554385134,0577201169,2021-07-15,56,24,Male,Saudi,Dammam,Private - Large,Auto Finance,120500,8500,2450,8.06,60,4,True,9,1-30 DPD,58,Improving,0,0.73,0.2,0.71,40,69500,1,0,0,0,0,0,,0,False,,0,,0.78,0.42,0.75,0.02,12pm-3pm,1,4,0.53,11400,1,7,0.215,2,545,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002184,Khalid Al-Harbi,1614742546,0596053761,2025-05-09,10,39,Male,Saudi,Riyadh,Government,Personal Finance,53000,46000,1280,7.64,48,38,True,41,31-60 DPD,45,Worsening,2,0.52,0.17,0.41,5,2500,1,0,4,3,1,1,0.75,4,False,,0,,0.42,0.35,0.42,0.14,3pm-6pm,3,8,0.27,13500,1,7,0.095,0,805,False,False,False,False,False,False,Human Led,Abeer Al-Enazi,AGT-026,False,0,False,823,0.951,Low Risk,SMS,Not Paid
WAT-002185,Najla Al-Rashidi,2495347183,0587547576,2023-11-30,27,41,Female,Expat-Asian,Dammam,Private - SME,Gold Finance,18000,8000,1550,6.7,12,0,False,18,1-30 DPD,25,Improving,0,0.46,0.27,0.32,12,6000,1,0,1,0,1,1,0.0,33,True,2026-04-08,2600,AI,0.43,0.15,0.2,0.11,3pm-6pm,6,4,0.32,4900,1,7,0.316,2,646,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,651,0.638,Medium Risk,WhatsApp,Pending
WAT-002186,Sara Al-Shahrani,1448492112,0528135032,2023-08-08,31,27,Female,Saudi,Riyadh,Government,Personal Finance,166000,29500,5280,9.03,36,5,False,34,31-60 DPD,46,Improving,4,0.61,0.1,0.62,18,59000,1,0,4,2,2,2,0.5,26,False,,0,,0.37,0.37,0.48,0.02,6pm-9pm,2,6,0.27,10500,1,7,0.503,5,405,False,False,False,True,False,False,AI + Human,Hamad Al-Asmari,AGT-023,False,0,True,476,0.32,High Risk,AI Voice,Not Paid
WAT-002187,Majed Al-Otaibi,1593339430,0570470311,2024-11-07,16,41,Male,Saudi,Other,Private - SME,Gold Finance,8000,3000,1360,7.22,6,0,False,100,NPA,158,Worsening,3,0.0,0.48,0.0,1,0,8,0,5,2,3,3,0.4,36,True,2026-03-27,1900,Human Agent,0.69,0.3,0.35,0.19,3pm-6pm,16,14,0.65,3600,26,2,0.378,1,327,False,False,False,False,False,True,Human Led,Wafa Al-Shammari,AGT-028,True,10,False,341,0.074,Very High Risk,Human Agent,Not Paid
WAT-002188,Bandar Al-Dosari,1438597527,0584500831,2024-10-08,17,42,Male,Saudi,Jeddah,Private - SME,Personal Finance,21500,14000,530,8.12,48,31,False,49,31-60 DPD,57,Worsening,2,0.49,0.29,0.41,8,1500,2,0,2,0,2,2,0.0,32,False,,0,,0.81,0.32,0.4,0.02,6pm-9pm,11,5,0.59,12500,30,6,0.042,1,580,False,False,False,False,False,False,AI + Human,Talal Al-Enezi,AGT-027,False,0,False,760,0.836,Low Risk,SMS,Paid
WAT-002189,Talal Al-Balawi,1398648151,0580328633,2022-07-05,44,30,Male,Saudi,Riyadh,Government,Personal Finance,133000,28000,3160,6.66,48,4,False,1,1-30 DPD,45,Improving,0,0.81,0.38,0.58,35,64000,1,0,2,0,2,2,0.0,31,False,,0,,0.33,0.54,0.69,0.07,6pm-9pm,2,3,0.31,7200,1,7,0.439,0,759,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,834,0.97,Low Risk,SMS,Paid
WAT-002190,Majed Al-Anazi,1722125375,0517631672,2024-02-29,24,33,Male,Saudi,Riyadh,Government,Auto Finance,180000,118000,4480,8.96,48,24,True,129,NPA,137,Worsening,3,0.12,0.6,0.08,2,500,5,0,9,6,3,2,0.67,14,False,,0,,0.29,0.35,0.48,0.01,6pm-9pm,33,21,0.25,33200,27,3,0.135,5,631,True,False,True,False,False,True,Human Led,Talal Al-Enezi,AGT-027,True,10,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002191,Fahad Al-Mutairi,1983356116,0512369531,2021-01-30,61,43,Male,Saudi,Makkah,Semi-Government,Personal Finance,103000,8500,2530,8.26,48,0,False,93,NPA,98,Worsening,3,0.16,0.37,0.13,9,3000,8,0,11,3,8,4,0.27,40,True,2026-04-11,1600,Human Agent,0.4,0.38,0.64,0.12,6pm-9pm,57,17,0.36,8900,27,3,0.284,4,480,False,False,False,False,False,True,Human Led,Khaled Al-Otaibi,AGT-003,True,5,False,342,0.077,Very High Risk,Human Agent,Pending
